"state_postal_abbr","data_year","officer_count","officer_rate_per_1000","civilian_count","civilian_rate_per_1000","population"
"WA",1962,,,,,0
"WA",1963,,,,,3063991
"WA",1964,,,,,2997339
"WA",1965,,,,,3111906
"WA",1966,,,,,3133723
"WA",1967,,,,,3108913
"WA",1968,,,,,3298781
"WA",1969,,,,,3425507
"WA",1970,,,,,3429542
"WA",1971,4206,1.21,462,0.13,3470293
"WA",1972,5401,1.56,1572,0.45,3467832
"WA",1973,4820,1.40,1129,0.33,3447438
"WA",1974,4914,1.41,1146,0.33,3494385
"WA",1975,4944,1.39,1252,0.35,3561686
"WA",1976,4986,1.37,1299,0.36,3629686
"WA",1977,5060,1.38,1371,0.37,3675686
"WA",1978,5069,1.34,1539,0.41,3791713
"WA",1979,5126,1.30,1692,0.43,3944213
"WA",1980,5554,1.35,1784,0.43,4126721
"WA",1981,5527,1.31,1917,0.45,4225712
"WA",1982,5565,1.31,1904,0.45,4258819
"WA",1983,6361,1.48,2381,0.55,4308192
"WA",1984,6448,1.48,2645,0.61,4353466
"WA",1985,6554,1.49,2649,0.60,4412910
"WA",1986,6686,1.50,2737,0.61,4466923
"WA",1987,6774,1.49,2678,0.59,4542029
"WA",1988,7068,1.53,2625,0.57,4627950
"WA",1989,7328,1.54,2853,0.60,4768628
"WA",1990,7723,1.58,3226,0.66,4877382
"WA",1991,8222,1.53,3183,0.59,5379532
"WA",1992,8498,1.59,3371,0.63,5332697
"WA",1993,8831,1.52,3518,0.60,5824039
"WA",1994,8803,1.59,3498,0.63,5544992
"WA",1995,9104,1.61,3558,0.63,5655736
"WA",1996,9416,1.54,4015,0.66,6123385
"WA",1997,9690,1.56,3921,0.63,6208598
"WA",1998,9816,1.58,4171,0.67,6221315
"WA",1999,10146,1.60,4167,0.66,6335124
"WA",2000,10406,1.59,4273,0.65,6531953
"WA",2001,10610,1.62,4330,0.66,6559514
"WA",2002,10736,1.58,4043,0.60,6784428
"WA",2003,10768,1.57,4317,0.63,6837702
"WA",2004,10284,1.54,4284,0.64,6675969
"WA",2005,10654,1.60,4180,0.63,6650825
"WA",2006,10501,1.56,4247,0.63,6728669
"WA",2007,10578,1.60,4324,0.65,6607047
"WA",2008,12282,1.65,4992,0.67,7453515
"WA",2009,12290,1.62,4720,0.62,7597907
"WA",2010,12870,1.58,5013,0.62,8139532
"WA",2011,13446,1.52,5107,0.58,8848353
"WA",2012,11458,1.46,4535,0.58,7867658
"WA",2013,10886,1.47,4442,0.60,7387839
"WA",2014,11143,1.43,4425,0.57,7775814
"WA",2015,11612,1.41,4625,0.56,8233575
"WA",2016,11137,1.43,4683,0.60,7810387
"WA",2017,10716,1.44,4667,0.63,7452550
"WA",2018,11242,1.40,5197,0.65,8046532
"WA",2019,11175,1.45,5046,0.65,7708646
"WI",1960,,,,,4028618
"WI",1961,,,,,4028618
"WI",1962,,,,,0
"WI",1963,,,,,4129658
"WI",1964,,,,,4156728
"WI",1965,,,,,4288550
"WI",1966,,,,,4190179
"WI",1967,,,,,4212202
"WI",1968,,,,,4234273
"WI",1969,,,,,4254501
"WI",1970,,,,,4436620
"WI",1971,7531,1.68,569,0.13,4480975
"WI",1972,8292,1.83,1184,0.26,4525092
"WI",1973,7977,1.74,973,0.21,4589692
"WI",1974,8384,1.83,1066,0.23,4586633
"WI",1975,8663,1.87,1238,0.27,4629355
"WI",1976,8666,1.87,1223,0.26,4631355
"WI",1977,9110,1.95,1496,0.32,4675707
"WI",1978,9307,1.98,1628,0.35,4703707
"WI",1979,9463,1.99,1770,0.37,4744155
"WI",1980,9657,2.05,1847,0.39,4707957
"WI",1981,9670,2.03,1927,0.40,4769913
"WI",1982,9804,2.04,2083,0.43,4799408
"WI",1983,9955,2.08,2191,0.46,4782685
"WI",1984,10143,2.11,2264,0.47,4797837
"WI",1985,10109,2.10,2214,0.46,4806893
"WI",1986,10042,2.08,2336,0.48,4817106
"WI",1987,9712,2.01,2382,0.49,4840238
"WI",1988,10196,2.08,2489,0.51,4891622
"WI",1989,10276,2.10,2665,0.54,4895544
"WI",1990,10363,2.11,2815,0.57,4916209
"WI",1991,10714,2.15,3185,0.64,4979753
"WI",1992,11288,2.24,3346,0.67,5029240
"WI",1993,11582,2.28,3386,0.67,5074837
"WI",1994,11576,2.26,3557,0.69,5119155
"WI",1995,11969,2.30,3708,0.71,5203001
"WI",1996,12093,2.31,3957,0.76,5232527
"WI",1997,12361,2.34,4123,0.78,5289407
"WI",1998,12318,2.32,4422,0.83,5301409
"WI",1999,14596,2.48,4962,0.84,5895408
"WI",2000,13077,2.38,4788,0.87,5499827
"WI",2001,13172,2.38,4926,0.89,5539023
"WI",2002,13216,2.36,4993,0.89,5607403
"WI",2003,15097,2.43,5535,0.89,6212266
"WI",2004,13365,2.36,5266,0.93,5664697
"WI",2005,13399,2.33,5009,0.87,5749461
"WI",2006,13709,2.29,5341,0.89,5977346
"WI",2007,13489,2.26,5947,1.00,5956412
"WI",2008,13457,2.29,5786,0.99,5868836
"WI",2009,13337,2.30,6112,1.06,5792996
"WI",2010,13241,2.29,6353,1.10,5778815
"WI",2011,13068,2.22,6217,1.06,5876787
"WI",2012,12896,2.20,6043,1.03,5861922
"WI",2013,12789,2.17,5542,0.94,5900116
"WI",2014,13118,2.20,5534,0.93,5953664
"WI",2015,12966,2.19,5750,0.97,5915641
"WI",2016,13082,2.21,5358,0.90,5928153
"WI",2017,12994,2.18,5570,0.94,5952663
"WI",2018,12855,2.14,5333,0.89,6000593
"WI",2019,12974,2.18,5955,1.00,5964841
"WV",1960,,,,,1860421
"WV",1961,,,,,1860421
"WV",1962,,,,,0
"WV",1963,,,,,1780077
"WV",1964,,,,,1799205
"WV",1965,,,,,1792317
"WV",1966,,,,,1798200
"WV",1967,,,,,1802434
"WV",1968,,,,,1814342
"WV",1969,,,,,1827916
"WV",1970,,,,,1725708
"WV",1971,1205,0.69,162,0.09,1758559
"WV",1972,2039,1.14,456,0.26,1781000
"WV",1973,1693,0.94,360,0.20,1794000
"WV",1974,1772,0.99,349,0.19,1791000
"WV",1975,1939,1.08,493,0.27,1803000
"WV",1976,1952,1.07,490,0.27,1821000
"WV",1977,2032,1.09,468,0.25,1859450
"WV",1978,2266,1.22,610,0.33,1860000
"WV",1979,2269,1.21,608,0.32,1878427
"WV",1980,2204,1.14,591,0.31,1931353
"WV",1981,2242,1.15,591,0.30,1954521
"WV",1982,2210,1.13,661,0.34,1951516
"WV",1983,2279,1.16,729,0.37,1968542
"WV",1984,2767,1.42,1146,0.59,1954068
"WV",1985,2726,1.41,1198,0.62,1938052
"WV",1986,2674,1.39,1171,0.61,1920946
"WV",1987,2572,1.32,1165,0.60,1945724
"WV",1988,2541,1.32,1136,0.59,1931914
"WV",1989,2511,1.32,1168,0.61,1905559
"WV",1990,2550,1.39,1086,0.59,1834076
"WV",1991,2661,1.44,1082,0.59,1841734
"WV",1992,2699,1.46,1115,0.60,1852949
"WV",1993,2687,1.44,1069,0.57,1860580
"WV",1994,2838,1.52,1061,0.57,1862590
"WV",1995,2976,1.59,1019,0.55,1868043
"WV",1996,3115,1.63,1088,0.57,1905454
"WV",1997,3083,1.66,1053,0.57,1861989
"WV",1998,3810,1.67,1134,0.50,2275466
"WV",1999,3656,1.65,1009,0.46,2213231
"WV",2000,3496,1.67,973,0.46,2093659
"WV",2001,3533,1.77,972,0.49,1991395
"WV",2002,3450,1.64,1021,0.48,2107884
"WV",2003,3703,1.73,978,0.46,2140493
"WV",2004,3421,1.76,947,0.49,1942283
"WV",2005,3445,1.79,916,0.48,1922933
"WV",2006,3745,1.90,927,0.47,1968780
"WV",2007,3631,1.81,974,0.48,2008923
"WV",2008,3463,1.73,1095,0.55,1997245
"WV",2009,3808,1.89,1044,0.52,2019492
"WV",2010,4035,1.95,1009,0.49,2074366
"WV",2011,3798,1.83,1059,0.51,2071365
"WV",2012,3699,1.89,972,0.50,1955015
"WV",2013,3737,1.90,992,0.51,1962435
"WV",2014,3424,1.63,1071,0.51,2100227
"WV",2015,4141,2.04,956,0.47,2031634
"WV",2016,3985,2.06,1001,0.52,1938448
"WV",2017,3674,2.01,1030,0.56,1831045
"WV",2018,4702,2.58,1456,0.80,1819975
"WV",2019,4868,2.35,1216,0.59,2070606
"WY",1960,,,,,330066
"WY",1961,,,,,330066
"WY",1962,,,,,0
"WY",1963,,,,,336986
"WY",1964,,,,,342992
"WY",1965,,,,,347382
"WY",1966,,,,,338510
"WY",1967,,,,,315000
"WY",1968,,,,,324719
"WY",1969,,,,,330071
"WY",1970,,,,,341074
"WY",1971,387,1.11,49,0.14,348812
"WY",1972,552,1.56,155,0.44,354027
"WY",1973,456,1.26,140,0.39,362245
"WY",1974,503,1.35,144,0.39,372219
"WY",1975,568,1.46,186,0.48,388391
"WY",1976,600,1.50,202,0.50,401074
"WY",1977,707,1.72,247,0.60,410986
"WY",1978,815,1.91,289,0.68,427724
"WY",1979,904,2.01,325,0.72,450000
"WY",1980,981,2.09,394,0.84,468954
"WY",1981,1078,2.19,398,0.81,492000
"WY",1982,1153,2.30,457,0.91,502000
"WY",1983,1313,2.55,557,1.08,514000
"WY",1984,1354,2.65,554,1.08,511000
"WY",1985,1369,2.68,554,1.09,510203
"WY",1986,1317,2.59,573,1.12,509376
"WY",1987,1243,2.52,554,1.12,492578
"WY",1988,1256,2.65,575,1.21,474665
"WY",1989,1235,2.58,603,1.26,478726
"WY",1990,1264,2.77,615,1.35,457141
"WY",1991,1313,2.83,593,1.28,463980
"WY",1992,1315,2.80,584,1.24,470028
"WY",1993,1134,2.39,578,1.22,474079
"WY",1994,1143,2.38,502,1.05,480120
"WY",1995,1168,2.41,508,1.05,484452
"WY",1996,1273,2.62,607,1.25,485459
"WY",1997,1177,2.43,709,1.46,484446
"WY",1998,1193,2.46,604,1.24,485341
"WY",1999,1233,2.55,626,1.29,484327
"WY",2000,1219,2.44,625,1.25,499238
"WY",2001,1270,2.54,776,1.55,499886
"WY",2002,1270,2.52,759,1.51,504213
"WY",2003,1352,2.67,798,1.57,506879
"WY",2004,1310,2.56,697,1.36,512254
"WY",2005,1340,2.60,497,0.96,515094
"WY",2006,1348,2.59,559,1.07,521073
"WY",2007,1438,2.72,698,1.32,529131
"WY",2008,1429,2.65,647,1.20,539308
"WY",2009,1482,2.69,636,1.15,551287
"WY",2010,1439,2.52,569,1.00,570473
"WY",2011,1563,2.72,680,1.18,575060
"WY",2012,1492,2.55,623,1.07,584176
"WY",2013,1657,2.81,711,1.20,590427
"WY",2014,1574,2.66,816,1.38,591789
"WY",2015,1541,2.59,790,1.33,595889
"WY",2016,1535,2.58,877,1.47,595148
"WY",2017,1243,2.11,782,1.33,588905
"WY",2018,1490,2.53,833,1.41,588786
"WY",2019,1409,2.39,854,1.45,589800
