neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,reportMonth,reportYear
10200,Linden Hills,Robbery,0,10,2018
10201,Logan Park,Aggravated Assault,0,10,2018
10202,Logan Park,Arson,0,10,2018
10203,Logan Park,Auto Theft,1,10,2018
10204,Logan Park,Burglary,3,10,2018
10205,Logan Park,Homicide,0,10,2018
10206,Logan Park,Larceny,8,10,2018
10207,Logan Park,Rape,0,10,2018
10208,Logan Park,Robbery,0,10,2018
10209,Longfellow,Aggravated Assault,4,10,2018
10210,Longfellow,Arson,0,10,2018
10211,Longfellow,Auto Theft,6,10,2018
10212,Longfellow,Burglary,5,10,2018
10213,Longfellow,Homicide,0,10,2018
10214,Longfellow,Larceny,49,10,2018
10215,Longfellow,Rape,0,10,2018
10216,Longfellow,Robbery,3,10,2018
10217,Loring Park,Aggravated Assault,3,10,2018
10218,Loring Park,Arson,0,10,2018
10219,Loring Park,Auto Theft,2,10,2018
10220,Loring Park,Burglary,2,10,2018
10221,Loring Park,Homicide,0,10,2018
10222,Loring Park,Larceny,20,10,2018
10223,Loring Park,Rape,2,10,2018
10224,Loring Park,Robbery,2,10,2018
10225,Lowry Hill,Aggravated Assault,0,10,2018
10226,Lowry Hill,Arson,0,10,2018
10227,Lowry Hill,Auto Theft,3,10,2018
10228,Lowry Hill,Burglary,1,10,2018
10229,Lowry Hill,Homicide,0,10,2018
10230,Lowry Hill,Larceny,7,10,2018
10231,Lowry Hill,Rape,0,10,2018
10232,Lowry Hill,Robbery,0,10,2018
10233,Lowry Hill East,Aggravated Assault,3,10,2018
10234,Lowry Hill East,Arson,0,10,2018
10235,Lowry Hill East,Auto Theft,3,10,2018
10236,Lowry Hill East,Burglary,6,10,2018
10237,Lowry Hill East,Homicide,0,10,2018
10238,Lowry Hill East,Larceny,41,10,2018
10239,Lowry Hill East,Rape,2,10,2018
10240,Lowry Hill East,Robbery,1,10,2018
10241,Lyndale,Aggravated Assault,3,10,2018
10242,Lyndale,Arson,0,10,2018
10243,Lyndale,Auto Theft,2,10,2018
10244,Lyndale,Burglary,6,10,2018
10245,Lyndale,Homicide,0,10,2018
10246,Lyndale,Larceny,17,10,2018
10247,Lyndale,Rape,0,10,2018
10248,Lyndale,Robbery,0,10,2018
10249,Lynnhurst,Aggravated Assault,0,10,2018
10250,Lynnhurst,Arson,0,10,2018
10251,Lynnhurst,Auto Theft,2,10,2018
10252,Lynnhurst,Burglary,1,10,2018
10253,Lynnhurst,Homicide,0,10,2018
10254,Lynnhurst,Larceny,5,10,2018
10255,Lynnhurst,Rape,0,10,2018
10256,Lynnhurst,Robbery,0,10,2018
10257,Marcy Holmes,Aggravated Assault,3,10,2018
10258,Marcy Holmes,Arson,1,10,2018
10259,Marcy Holmes,Auto Theft,12,10,2018
10260,Marcy Holmes,Burglary,13,10,2018
10261,Marcy Holmes,Homicide,0,10,2018
10262,Marcy Holmes,Larceny,56,10,2018
10263,Marcy Holmes,Rape,0,10,2018
10264,Marcy Holmes,Robbery,4,10,2018
10265,Marshall Terrace,Aggravated Assault,0,10,2018
10266,Marshall Terrace,Arson,0,10,2018
10267,Marshall Terrace,Auto Theft,1,10,2018
10268,Marshall Terrace,Burglary,0,10,2018
10269,Marshall Terrace,Homicide,0,10,2018
10270,Marshall Terrace,Larceny,2,10,2018
10271,Marshall Terrace,Rape,0,10,2018
10272,Marshall Terrace,Robbery,0,10,2018
10273,McKinley,Aggravated Assault,2,10,2018
10274,McKinley,Arson,1,10,2018
10275,McKinley,Auto Theft,6,10,2018
10276,McKinley,Burglary,1,10,2018
10277,McKinley,Homicide,0,10,2018
10278,McKinley,Larceny,6,10,2018
10279,McKinley,Rape,2,10,2018
10280,McKinley,Robbery,1,10,2018
10281,Mid - City Industrial,Aggravated Assault,0,10,2018
10282,Mid - City Industrial,Arson,0,10,2018
10283,Mid - City Industrial,Auto Theft,3,10,2018
10284,Mid - City Industrial,Burglary,3,10,2018
10285,Mid - City Industrial,Homicide,0,10,2018
10286,Mid - City Industrial,Larceny,7,10,2018
10287,Mid - City Industrial,Rape,0,10,2018
10288,Mid - City Industrial,Robbery,0,10,2018
10289,Midtown Phillips,Aggravated Assault,3,10,2018
10290,Midtown Phillips,Arson,0,10,2018
10291,Midtown Phillips,Auto Theft,4,10,2018
10292,Midtown Phillips,Burglary,6,10,2018
10293,Midtown Phillips,Homicide,0,10,2018
10294,Midtown Phillips,Larceny,11,10,2018
10295,Midtown Phillips,Rape,0,10,2018
10296,Midtown Phillips,Robbery,0,10,2018
10297,Minnehaha,Aggravated Assault,1,10,2018
10298,Minnehaha,Arson,0,10,2018
10299,Minnehaha,Auto Theft,1,10,2018
10300,Minnehaha,Burglary,2,10,2018
10301,Minnehaha,Homicide,0,10,2018
10302,Minnehaha,Larceny,7,10,2018
10303,Minnehaha,Rape,0,10,2018
10304,Minnehaha,Robbery,1,10,2018
10305,Morris Park,Aggravated Assault,0,10,2018
10306,Morris Park,Arson,0,10,2018
10307,Morris Park,Auto Theft,0,10,2018
10308,Morris Park,Burglary,1,10,2018
10309,Morris Park,Homicide,0,10,2018
10310,Morris Park,Larceny,4,10,2018
10311,Morris Park,Rape,0,10,2018
10312,Morris Park,Robbery,0,10,2018
10313,Near - North,Aggravated Assault,7,10,2018
10314,Near - North,Arson,1,10,2018
10315,Near - North,Auto Theft,6,10,2018
10316,Near - North,Burglary,4,10,2018
10317,Near - North,Homicide,0,10,2018
10318,Near - North,Larceny,20,10,2018
10319,Near - North,Rape,2,10,2018
10320,Near - North,Robbery,2,10,2018
10321,Nicollet Island - East Bank,Aggravated Assault,0,10,2018
10322,Nicollet Island - East Bank,Arson,0,10,2018
10323,Nicollet Island - East Bank,Auto Theft,1,10,2018
10324,Nicollet Island - East Bank,Burglary,0,10,2018
10325,Nicollet Island - East Bank,Homicide,0,10,2018
10326,Nicollet Island - East Bank,Larceny,8,10,2018
10327,Nicollet Island - East Bank,Rape,1,10,2018
10328,Nicollet Island - East Bank,Robbery,0,10,2018
10329,North Loop,Aggravated Assault,1,10,2018
10330,North Loop,Arson,0,10,2018
10331,North Loop,Auto Theft,2,10,2018
10332,North Loop,Burglary,4,10,2018
10333,North Loop,Homicide,0,10,2018
10334,North Loop,Larceny,22,10,2018
10335,North Loop,Rape,0,10,2018
10336,North Loop,Robbery,2,10,2018
10337,Northeast Park,Aggravated Assault,0,10,2018
10338,Northeast Park,Arson,0,10,2018
10339,Northeast Park,Auto Theft,2,10,2018
10340,Northeast Park,Burglary,1,10,2018
10341,Northeast Park,Homicide,0,10,2018
10342,Northeast Park,Larceny,14,10,2018
10343,Northeast Park,Rape,0,10,2018
10344,Northeast Park,Robbery,0,10,2018
10345,Northrop,Aggravated Assault,1,10,2018
10346,Northrop,Arson,0,10,2018
10347,Northrop,Auto Theft,0,10,2018
10348,Northrop,Burglary,4,10,2018
10349,Northrop,Homicide,0,10,2018
10350,Northrop,Larceny,9,10,2018
10351,Northrop,Rape,1,10,2018
10352,Northrop,Robbery,1,10,2018
10353,Page,Aggravated Assault,0,10,2018
10354,Page,Arson,0,10,2018
10355,Page,Auto Theft,0,10,2018
10356,Page,Burglary,2,10,2018
10357,Page,Homicide,0,10,2018
10358,Page,Larceny,5,10,2018
10359,Page,Rape,0,10,2018
10360,Page,Robbery,0,10,2018
10361,Phillips West,Aggravated Assault,4,10,2018
10362,Phillips West,Arson,0,10,2018
10363,Phillips West,Auto Theft,3,10,2018
10364,Phillips West,Burglary,1,10,2018
10365,Phillips West,Homicide,0,10,2018
10366,Phillips West,Larceny,10,10,2018
10367,Phillips West,Rape,1,10,2018
10368,Phillips West,Robbery,2,10,2018
10369,Powderhorn Park,Aggravated Assault,1,10,2018
10370,Powderhorn Park,Arson,1,10,2018
10371,Powderhorn Park,Auto Theft,5,10,2018
10372,Powderhorn Park,Burglary,10,10,2018
10373,Powderhorn Park,Homicide,0,10,2018
10374,Powderhorn Park,Larceny,26,10,2018
10375,Powderhorn Park,Rape,0,10,2018
10376,Powderhorn Park,Robbery,4,10,2018
10377,Prospect Park - East River Road,Aggravated Assault,0,10,2018
10378,Prospect Park - East River Road,Arson,0,10,2018
10379,Prospect Park - East River Road,Auto Theft,5,10,2018
10380,Prospect Park - East River Road,Burglary,10,10,2018
10381,Prospect Park - East River Road,Homicide,0,10,2018
10382,Prospect Park - East River Road,Larceny,31,10,2018
10383,Prospect Park - East River Road,Rape,1,10,2018
10384,Prospect Park - East River Road,Robbery,1,10,2018
10385,Regina,Aggravated Assault,0,10,2018
10386,Regina,Arson,0,10,2018
10387,Regina,Auto Theft,1,10,2018
10388,Regina,Burglary,1,10,2018
10389,Regina,Homicide,0,10,2018
10390,Regina,Larceny,1,10,2018
10391,Regina,Rape,0,10,2018
10392,Regina,Robbery,0,10,2018
10393,Seward,Aggravated Assault,4,10,2018
10394,Seward,Arson,0,10,2018
10395,Seward,Auto Theft,2,10,2018
10396,Seward,Burglary,6,10,2018
10397,Seward,Homicide,0,10,2018
10398,Seward,Larceny,29,10,2018
10399,Seward,Rape,1,10,2018
10400,Seward,Robbery,3,10,2018
10401,Sheridan,Aggravated Assault,0,10,2018
10402,Sheridan,Arson,0,10,2018
10403,Sheridan,Auto Theft,1,10,2018
10404,Sheridan,Burglary,0,10,2018
10405,Sheridan,Homicide,0,10,2018
10406,Sheridan,Larceny,8,10,2018
10407,Sheridan,Rape,0,10,2018
10408,Sheridan,Robbery,2,10,2018
10409,Shingle Creek,Aggravated Assault,0,10,2018
10410,Shingle Creek,Arson,0,10,2018
10411,Shingle Creek,Auto Theft,0,10,2018
10412,Shingle Creek,Burglary,1,10,2018
10413,Shingle Creek,Homicide,1,10,2018
10414,Shingle Creek,Larceny,5,10,2018
10415,Shingle Creek,Rape,1,10,2018
10416,Shingle Creek,Robbery,1,10,2018
10417,St. Anthony East,Aggravated Assault,1,10,2018
10418,St. Anthony East,Arson,0,10,2018
10419,St. Anthony East,Auto Theft,0,10,2018
10420,St. Anthony East,Burglary,1,10,2018
10421,St. Anthony East,Homicide,0,10,2018
10422,St. Anthony East,Larceny,2,10,2018
10423,St. Anthony East,Rape,1,10,2018
10424,St. Anthony East,Robbery,0,10,2018
10425,St. Anthony West,Aggravated Assault,0,10,2018
10426,St. Anthony West,Arson,0,10,2018
10427,St. Anthony West,Auto Theft,1,10,2018
10428,St. Anthony West,Burglary,2,10,2018
10429,St. Anthony West,Homicide,0,10,2018
10430,St. Anthony West,Larceny,8,10,2018
10431,St. Anthony West,Rape,0,10,2018
10432,St. Anthony West,Robbery,0,10,2018
10433,Standish,Aggravated Assault,3,10,2018
10434,Standish,Arson,0,10,2018
10435,Standish,Auto Theft,4,10,2018
10436,Standish,Burglary,10,10,2018
10437,Standish,Homicide,0,10,2018
10438,Standish,Larceny,17,10,2018
10439,Standish,Rape,1,10,2018
10440,Standish,Robbery,0,10,2018
10441,Steven's Square - Loring Heights,Aggravated Assault,3,10,2018
10442,Steven's Square - Loring Heights,Arson,0,10,2018
10443,Steven's Square - Loring Heights,Auto Theft,0,10,2018
10444,Steven's Square - Loring Heights,Burglary,1,10,2018
10445,Steven's Square - Loring Heights,Homicide,0,10,2018
10446,Steven's Square - Loring Heights,Larceny,12,10,2018
10447,Steven's Square - Loring Heights,Rape,1,10,2018
10448,Steven's Square - Loring Heights,Robbery,0,10,2018
10449,Sumner - Glenwood,Aggravated Assault,0,10,2018
10450,Sumner - Glenwood,Arson,0,10,2018
10451,Sumner - Glenwood,Auto Theft,2,10,2018
10452,Sumner - Glenwood,Burglary,1,10,2018
10453,Sumner - Glenwood,Homicide,0,10,2018
10454,Sumner - Glenwood,Larceny,4,10,2018
10455,Sumner - Glenwood,Rape,0,10,2018
10456,Sumner - Glenwood,Robbery,1,10,2018
10457,Tangletown,Aggravated Assault,0,10,2018
10458,Tangletown,Arson,0,10,2018
10459,Tangletown,Auto Theft,2,10,2018
10460,Tangletown,Burglary,4,10,2018
10461,Tangletown,Homicide,0,10,2018
10462,Tangletown,Larceny,9,10,2018
10463,Tangletown,Rape,0,10,2018
10464,Tangletown,Robbery,0,10,2018
10465,University of Minnesota,Aggravated Assault,1,10,2018
10466,University of Minnesota,Arson,0,10,2018
10467,University of Minnesota,Auto Theft,1,10,2018
10468,University of Minnesota,Burglary,2,10,2018
10469,University of Minnesota,Homicide,0,10,2018
10470,University of Minnesota,Larceny,22,10,2018
10471,University of Minnesota,Rape,0,10,2018
10472,University of Minnesota,Robbery,0,10,2018
10473,Ventura Village,Aggravated Assault,4,10,2018
10474,Ventura Village,Arson,0,10,2018
10475,Ventura Village,Auto Theft,7,10,2018
10476,Ventura Village,Burglary,2,10,2018
10477,Ventura Village,Homicide,0,10,2018
10478,Ventura Village,Larceny,16,10,2018
10479,Ventura Village,Rape,3,10,2018
10480,Ventura Village,Robbery,6,10,2018
10481,Victory,Aggravated Assault,1,10,2018
10482,Victory,Arson,0,10,2018
10483,Victory,Auto Theft,0,10,2018
10484,Victory,Burglary,4,10,2018
10485,Victory,Homicide,0,10,2018
10486,Victory,Larceny,8,10,2018
10487,Victory,Rape,0,10,2018
10488,Victory,Robbery,0,10,2018
10489,Waite Park,Aggravated Assault,0,10,2018
10490,Waite Park,Arson,0,10,2018
10491,Waite Park,Auto Theft,1,10,2018
10492,Waite Park,Burglary,3,10,2018
10493,Waite Park,Homicide,0,10,2018
10494,Waite Park,Larceny,3,10,2018
10495,Waite Park,Rape,0,10,2018
10496,Waite Park,Robbery,0,10,2018
10497,Webber - Camden,Aggravated Assault,4,10,2018
10498,Webber - Camden,Arson,0,10,2018
10499,Webber - Camden,Auto Theft,3,10,2018
10500,Webber - Camden,Burglary,8,10,2018
10501,Webber - Camden,Homicide,0,10,2018
10502,Webber - Camden,Larceny,14,10,2018
10503,Webber - Camden,Rape,2,10,2018
10504,Webber - Camden,Robbery,0,10,2018
10505,Wenonah,Aggravated Assault,3,10,2018
10506,Wenonah,Arson,1,10,2018
10507,Wenonah,Auto Theft,1,10,2018
10508,Wenonah,Burglary,0,10,2018
10509,Wenonah,Homicide,0,10,2018
10510,Wenonah,Larceny,5,10,2018
10511,Wenonah,Rape,1,10,2018
10512,Wenonah,Robbery,0,10,2018
10513,West Calhoun,Aggravated Assault,0,10,2018
10514,West Calhoun,Arson,0,10,2018
10515,West Calhoun,Auto Theft,1,10,2018
10516,West Calhoun,Burglary,0,10,2018
10517,West Calhoun,Homicide,0,10,2018
10518,West Calhoun,Larceny,6,10,2018
10519,West Calhoun,Rape,0,10,2018
10520,West Calhoun,Robbery,2,10,2018
10521,Whittier,Aggravated Assault,6,10,2018
10522,Whittier,Arson,0,10,2018
10523,Whittier,Auto Theft,8,10,2018
10524,Whittier,Burglary,14,10,2018
10525,Whittier,Homicide,0,10,2018
10526,Whittier,Larceny,49,10,2018
10527,Whittier,Rape,1,10,2018
10528,Whittier,Robbery,5,10,2018
10529,Willard - Hay,Aggravated Assault,6,10,2018
10530,Willard - Hay,Arson,0,10,2018
10531,Willard - Hay,Auto Theft,8,10,2018
10532,Willard - Hay,Burglary,8,10,2018
10533,Willard - Hay,Homicide,0,10,2018
10534,Willard - Hay,Larceny,7,10,2018
10535,Willard - Hay,Rape,0,10,2018
10536,Willard - Hay,Robbery,5,10,2018
10537,Windom,Aggravated Assault,1,10,2018
10538,Windom,Arson,0,10,2018
10539,Windom,Auto Theft,4,10,2018
10540,Windom,Burglary,5,10,2018
10541,Windom,Homicide,0,10,2018
10542,Windom,Larceny,5,10,2018
10543,Windom,Rape,0,10,2018
10544,Windom,Robbery,0,10,2018
10545,Windom Park,Aggravated Assault,3,10,2018
10546,Windom Park,Arson,0,10,2018
10547,Windom Park,Auto Theft,1,10,2018
10548,Windom Park,Burglary,2,10,2018
10549,Windom Park,Homicide,0,10,2018
10550,Windom Park,Larceny,1,10,2018
10551,Windom Park,Rape,0,10,2018
10552,Windom Park,Robbery,2,10,2018
10553,Z_** NOT ASSIGNED **,Aggravated Assault,2,10,2018
10554,Z_** NOT ASSIGNED **,Arson,0,10,2018
10555,Z_** NOT ASSIGNED **,Auto Theft,1,10,2018
10556,Z_** NOT ASSIGNED **,Burglary,3,10,2018
10557,Z_** NOT ASSIGNED **,Homicide,0,10,2018
10558,Z_** NOT ASSIGNED **,Larceny,6,10,2018
10559,Z_** NOT ASSIGNED **,Rape,4,10,2018
10560,Z_** NOT ASSIGNED **,Robbery,0,10,2018
10561,Armatage,Aggravated Assault,0,11,2018
10562,Armatage,Arson,0,11,2018
10563,Armatage,Auto Theft,0,11,2018
10564,Armatage,Burglary,2,11,2018
10565,Armatage,Homicide,0,11,2018
10566,Armatage,Larceny,6,11,2018
10567,Armatage,Rape,0,11,2018
10568,Armatage,Robbery,0,11,2018
10569,Audubon Park,Aggravated Assault,0,11,2018
10570,Audubon Park,Arson,0,11,2018
10571,Audubon Park,Auto Theft,3,11,2018
10572,Audubon Park,Burglary,2,11,2018
10573,Audubon Park,Homicide,0,11,2018
10574,Audubon Park,Larceny,9,11,2018
10575,Audubon Park,Rape,2,11,2018
10576,Audubon Park,Robbery,1,11,2018
10577,Bancroft,Aggravated Assault,0,11,2018
10578,Bancroft,Arson,0,11,2018
10579,Bancroft,Auto Theft,0,11,2018
10580,Bancroft,Burglary,3,11,2018
10581,Bancroft,Homicide,0,11,2018
10582,Bancroft,Larceny,4,11,2018
10583,Bancroft,Rape,0,11,2018
10584,Bancroft,Robbery,0,11,2018
10585,Beltrami,Aggravated Assault,0,11,2018
10586,Beltrami,Arson,0,11,2018
10587,Beltrami,Auto Theft,0,11,2018
10588,Beltrami,Burglary,0,11,2018
10589,Beltrami,Homicide,0,11,2018
10590,Beltrami,Larceny,4,11,2018
10591,Beltrami,Rape,0,11,2018
10592,Beltrami,Robbery,0,11,2018
10593,Bottineau,Aggravated Assault,1,11,2018
10594,Bottineau,Arson,0,11,2018
10595,Bottineau,Auto Theft,0,11,2018
10596,Bottineau,Burglary,2,11,2018
10597,Bottineau,Homicide,0,11,2018
10598,Bottineau,Larceny,4,11,2018
10599,Bottineau,Rape,0,11,2018
10600,Bottineau,Robbery,0,11,2018
10601,Bryant,Aggravated Assault,0,11,2018
10602,Bryant,Arson,0,11,2018
10603,Bryant,Auto Theft,3,11,2018
10604,Bryant,Burglary,0,11,2018
10605,Bryant,Homicide,0,11,2018
10606,Bryant,Larceny,3,11,2018
10607,Bryant,Rape,0,11,2018
10608,Bryant,Robbery,1,11,2018
10609,Bryn - Mawr,Aggravated Assault,0,11,2018
10610,Bryn - Mawr,Arson,0,11,2018
10611,Bryn - Mawr,Auto Theft,1,11,2018
10612,Bryn - Mawr,Burglary,1,11,2018
10613,Bryn - Mawr,Homicide,0,11,2018
10614,Bryn - Mawr,Larceny,0,11,2018
10615,Bryn - Mawr,Rape,0,11,2018
10616,Bryn - Mawr,Robbery,0,11,2018
10617,Camden Industrial,Aggravated Assault,0,11,2018
10618,Camden Industrial,Arson,0,11,2018
10619,Camden Industrial,Auto Theft,1,11,2018
10620,Camden Industrial,Burglary,0,11,2018
10621,Camden Industrial,Homicide,0,11,2018
10622,Camden Industrial,Larceny,2,11,2018
10623,Camden Industrial,Rape,0,11,2018
10624,Camden Industrial,Robbery,0,11,2018
10625,CARAG,Aggravated Assault,1,11,2018
10626,CARAG,Arson,0,11,2018
10627,CARAG,Auto Theft,3,11,2018
10628,CARAG,Burglary,3,11,2018
10629,CARAG,Homicide,0,11,2018
10630,CARAG,Larceny,21,11,2018
10631,CARAG,Rape,1,11,2018
10632,CARAG,Robbery,0,11,2018
10633,Cedar - Isles - Dean,Aggravated Assault,0,11,2018
10634,Cedar - Isles - Dean,Arson,0,11,2018
10635,Cedar - Isles - Dean,Auto Theft,1,11,2018
10636,Cedar - Isles - Dean,Burglary,2,11,2018
10637,Cedar - Isles - Dean,Homicide,0,11,2018
10638,Cedar - Isles - Dean,Larceny,4,11,2018
10639,Cedar - Isles - Dean,Rape,0,11,2018
10640,Cedar - Isles - Dean,Robbery,0,11,2018
10641,Cedar Riverside,Aggravated Assault,2,11,2018
10642,Cedar Riverside,Arson,0,11,2018
10643,Cedar Riverside,Auto Theft,3,11,2018
10644,Cedar Riverside,Burglary,2,11,2018
10645,Cedar Riverside,Homicide,0,11,2018
10646,Cedar Riverside,Larceny,17,11,2018
10647,Cedar Riverside,Rape,1,11,2018
10648,Cedar Riverside,Robbery,2,11,2018
10649,Central,Aggravated Assault,1,11,2018
10650,Central,Arson,0,11,2018
10651,Central,Auto Theft,6,11,2018
10652,Central,Burglary,4,11,2018
10653,Central,Homicide,0,11,2018
10654,Central,Larceny,5,11,2018
10655,Central,Rape,0,11,2018
10656,Central,Robbery,0,11,2018
10657,Cleveland,Aggravated Assault,1,11,2018
10658,Cleveland,Arson,0,11,2018
10659,Cleveland,Auto Theft,1,11,2018
10660,Cleveland,Burglary,15,11,2018
10661,Cleveland,Homicide,0,11,2018
10662,Cleveland,Larceny,2,11,2018
10663,Cleveland,Rape,0,11,2018
10664,Cleveland,Robbery,0,11,2018
10665,Columbia Park,Aggravated Assault,0,11,2018
10666,Columbia Park,Arson,0,11,2018
10667,Columbia Park,Auto Theft,2,11,2018
10668,Columbia Park,Burglary,1,11,2018
10669,Columbia Park,Homicide,0,11,2018
10670,Columbia Park,Larceny,2,11,2018
10671,Columbia Park,Rape,0,11,2018
10672,Columbia Park,Robbery,1,11,2018
10673,Como,Aggravated Assault,1,11,2018
10674,Como,Arson,0,11,2018
10675,Como,Auto Theft,4,11,2018
10676,Como,Burglary,11,11,2018
10677,Como,Homicide,0,11,2018
10678,Como,Larceny,6,11,2018
10679,Como,Rape,0,11,2018
10680,Como,Robbery,1,11,2018
10681,Cooper,Aggravated Assault,0,11,2018
10682,Cooper,Arson,0,11,2018
10683,Cooper,Auto Theft,2,11,2018
10684,Cooper,Burglary,2,11,2018
10685,Cooper,Homicide,0,11,2018
10686,Cooper,Larceny,4,11,2018
10687,Cooper,Rape,0,11,2018
10688,Cooper,Robbery,1,11,2018
10689,Corcoran,Aggravated Assault,2,11,2018
10690,Corcoran,Arson,0,11,2018
10691,Corcoran,Auto Theft,0,11,2018
10692,Corcoran,Burglary,5,11,2018
10693,Corcoran,Homicide,0,11,2018
10694,Corcoran,Larceny,4,11,2018
10695,Corcoran,Rape,0,11,2018
10696,Corcoran,Robbery,0,11,2018
10697,Diamond Lake,Aggravated Assault,0,11,2018
10698,Diamond Lake,Arson,0,11,2018
10699,Diamond Lake,Auto Theft,0,11,2018
10700,Diamond Lake,Burglary,1,11,2018
10701,Diamond Lake,Homicide,0,11,2018
10702,Diamond Lake,Larceny,4,11,2018
10703,Diamond Lake,Rape,0,11,2018
10704,Diamond Lake,Robbery,0,11,2018
10705,Downtown East,Aggravated Assault,0,11,2018
10706,Downtown East,Arson,0,11,2018
10707,Downtown East,Auto Theft,1,11,2018
10708,Downtown East,Burglary,3,11,2018
10709,Downtown East,Homicide,0,11,2018
10710,Downtown East,Larceny,16,11,2018
10711,Downtown East,Rape,0,11,2018
10712,Downtown East,Robbery,0,11,2018
10713,Downtown West,Aggravated Assault,5,11,2018
10714,Downtown West,Arson,0,11,2018
10715,Downtown West,Auto Theft,3,11,2018
10716,Downtown West,Burglary,7,11,2018
10717,Downtown West,Homicide,0,11,2018
10718,Downtown West,Larceny,109,11,2018
10719,Downtown West,Rape,2,11,2018
10720,Downtown West,Robbery,8,11,2018
10721,East Harriet,Aggravated Assault,1,11,2018
10722,East Harriet,Arson,0,11,2018
10723,East Harriet,Auto Theft,0,11,2018
10724,East Harriet,Burglary,1,11,2018
10725,East Harriet,Homicide,0,11,2018
10726,East Harriet,Larceny,5,11,2018
10727,East Harriet,Rape,0,11,2018
10728,East Harriet,Robbery,0,11,2018
10729,East Isles,Aggravated Assault,1,11,2018
10730,East Isles,Arson,0,11,2018
10731,East Isles,Auto Theft,3,11,2018
10732,East Isles,Burglary,2,11,2018
10733,East Isles,Homicide,0,11,2018
10734,East Isles,Larceny,12,11,2018
10735,East Isles,Rape,0,11,2018
10736,East Isles,Robbery,0,11,2018
10737,East Phillips,Aggravated Assault,4,11,2018
10738,East Phillips,Arson,0,11,2018
10739,East Phillips,Auto Theft,7,11,2018
10740,East Phillips,Burglary,3,11,2018
10741,East Phillips,Homicide,0,11,2018
10742,East Phillips,Larceny,14,11,2018
10743,East Phillips,Rape,1,11,2018
10744,East Phillips,Robbery,5,11,2018
10745,ECCO,Aggravated Assault,0,11,2018
10746,ECCO,Arson,0,11,2018
10747,ECCO,Auto Theft,2,11,2018
10748,ECCO,Burglary,0,11,2018
10749,ECCO,Homicide,0,11,2018
10750,ECCO,Larceny,12,11,2018
10751,ECCO,Rape,0,11,2018
10752,ECCO,Robbery,0,11,2018
10753,Elliot Park,Aggravated Assault,3,11,2018
10754,Elliot Park,Arson,0,11,2018
10755,Elliot Park,Auto Theft,1,11,2018
10756,Elliot Park,Burglary,1,11,2018
10757,Elliot Park,Homicide,0,11,2018
10758,Elliot Park,Larceny,13,11,2018
10759,Elliot Park,Rape,4,11,2018
10760,Elliot Park,Robbery,2,11,2018
10761,Ericsson,Aggravated Assault,1,11,2018
10762,Ericsson,Arson,0,11,2018
10763,Ericsson,Auto Theft,0,11,2018
10764,Ericsson,Burglary,8,11,2018
10765,Ericsson,Homicide,0,11,2018
10766,Ericsson,Larceny,6,11,2018
10767,Ericsson,Rape,0,11,2018
10768,Ericsson,Robbery,0,11,2018
10769,Field,Aggravated Assault,1,11,2018
10770,Field,Arson,0,11,2018
10771,Field,Auto Theft,0,11,2018
10772,Field,Burglary,0,11,2018
10773,Field,Homicide,0,11,2018
10774,Field,Larceny,2,11,2018
10775,Field,Rape,0,11,2018
10776,Field,Robbery,0,11,2018
10777,Folwell,Aggravated Assault,7,11,2018
10778,Folwell,Arson,0,11,2018
10779,Folwell,Auto Theft,8,11,2018
10780,Folwell,Burglary,9,11,2018
10781,Folwell,Homicide,1,11,2018
10782,Folwell,Larceny,5,11,2018
10783,Folwell,Rape,1,11,2018
10784,Folwell,Robbery,3,11,2018
10785,Fulton,Aggravated Assault,1,11,2018
10786,Fulton,Arson,0,11,2018
10787,Fulton,Auto Theft,1,11,2018
10788,Fulton,Burglary,2,11,2018
10789,Fulton,Homicide,0,11,2018
10790,Fulton,Larceny,4,11,2018
10791,Fulton,Rape,1,11,2018
10792,Fulton,Robbery,0,11,2018
10793,Hale,Aggravated Assault,0,11,2018
10794,Hale,Arson,0,11,2018
10795,Hale,Auto Theft,0,11,2018
10796,Hale,Burglary,1,11,2018
10797,Hale,Homicide,0,11,2018
10798,Hale,Larceny,3,11,2018
10799,Hale,Rape,0,11,2018
10800,Hale,Robbery,0,11,2018
10801,Harrison,Aggravated Assault,3,11,2018
10802,Harrison,Arson,0,11,2018
10803,Harrison,Auto Theft,0,11,2018
10804,Harrison,Burglary,1,11,2018
10805,Harrison,Homicide,0,11,2018
10806,Harrison,Larceny,7,11,2018
10807,Harrison,Rape,0,11,2018
10808,Harrison,Robbery,0,11,2018
10809,Hawthorne,Aggravated Assault,11,11,2018
10810,Hawthorne,Arson,0,11,2018
10811,Hawthorne,Auto Theft,3,11,2018
10812,Hawthorne,Burglary,7,11,2018
10813,Hawthorne,Homicide,0,11,2018
10814,Hawthorne,Larceny,18,11,2018
10815,Hawthorne,Rape,1,11,2018
10816,Hawthorne,Robbery,8,11,2018
10817,Hiawatha,Aggravated Assault,0,11,2018
10818,Hiawatha,Arson,0,11,2018
10819,Hiawatha,Auto Theft,3,11,2018
10820,Hiawatha,Burglary,4,11,2018
10821,Hiawatha,Homicide,0,11,2018
10822,Hiawatha,Larceny,13,11,2018
10823,Hiawatha,Rape,0,11,2018
10824,Hiawatha,Robbery,0,11,2018
10825,Holland,Aggravated Assault,0,11,2018
